ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Category,OriginalOrder
2011-01-04,79.867956,-576.921304141145,732.7529704330169,79.867956,79.867956,-8.167252666262044,-8.167252666262044,-8.167252666262044,11.794667484080222,11.794667484080222,11.794667484080222,-19.961920150342266,-19.961920150342266,-19.961920150342266,0.0,0.0,0.0,71.70070333373796,Office Supplies,0.0
2011-01-05,79.96905348798903,-607.0767463623669,678.5528269481662,79.96905348798903,79.96905348798903,-40.516538160367304,-40.516538160367304,-40.516538160367304,-10.915251408154719,-10.915251408154719,-10.915251408154719,-29.601286752212584,-29.601286752212584,-29.601286752212584,0.0,0.0,0.0,39.452515327621725,Office Supplies,1.0
2011-01-05,79.96905348798903,-607.0767463623669,678.5528269481662,79.96905348798903,79.96905348798903,-40.516538160367304,-40.516538160367304,-40.516538160367304,-10.915251408154719,-10.915251408154719,-10.915251408154719,-29.601286752212584,-29.601286752212584,-29.601286752212584,0.0,0.0,0.0,39.452515327621725,Office Supplies,2.0
2011-01-05,79.96905348798903,-607.0767463623669,678.5528269481662,79.96905348798903,79.96905348798903,-40.516538160367304,-40.516538160367304,-40.516538160367304,-10.915251408154719,-10.915251408154719,-10.915251408154719,-29.601286752212584,-29.601286752212584,-29.601286752212584,0.0,0.0,0.0,39.452515327621725,Office Supplies,3.0
2011-01-06,80.07015097597804,-601.2389314798037,650.6008224956765,80.07015097597804,80.07015097597804,-40.340827941202974,-40.340827941202974,-40.340827941202974,-1.7843615999810627,-1.7843615999810627,-1.7843615999810627,-38.55646634122191,-38.55646634122191,-38.55646634122191,0.0,0.0,0.0,39.729323034775064,Office Supplies,4.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Furniture,5.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,6.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,7.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,8.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,9.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,10.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Office Supplies,11.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Technology,12.0
2011-01-07,80.17124846396706,-538.1067176311036,701.686502733101,80.17124846396706,80.17124846396706,1.6022878352913983,1.6022878352913983,1.6022878352913983,48.30087116227196,48.30087116227196,48.30087116227196,-46.69858332698056,-46.69858332698056,-46.69858332698056,0.0,0.0,0.0,81.77353629925845,Technology,13.0
2011-01-08,80.27234595195607,-585.3401911625434,667.1436112851023,80.27234595195607,80.27234595195607,-48.71408840990751,-48.71408840990751,-48.71408840990751,5.199835874698249,5.199835874698249,5.199835874698249,-53.91392428460576,-53.91392428460576,-53.91392428460576,0.0,0.0,0.0,31.55825754204856,Furniture,14.0
2011-01-08,80.27234595195607,-585.3401911625434,667.1436112851023,80.27234595195607,80.27234595195607,-48.71408840990751,-48.71408840990751,-48.71408840990751,5.199835874698249,5.199835874698249,5.199835874698249,-53.91392428460576,-53.91392428460576,-53.91392428460576,0.0,0.0,0.0,31.55825754204856,Office Supplies,15.0
2011-01-10,80.47454092793411,-609.2598370103218,664.5593677298632,80.47454092793411,80.47454092793411,-68.79157459223498,-68.79157459223498,-68.79157459223498,-3.5925971668603753,-3.5925971668603753,-3.5925971668603753,-65.19897742537461,-65.19897742537461,-65.19897742537461,0.0,0.0,0.0,11.682966335699135,Office Supplies,16.0
2011-01-10,80.47454092793411,-609.2598370103218,664.5593677298632,80.47454092793411,80.47454092793411,-68.79157459223498,-68.79157459223498,-68.79157459223498,-3.5925971668603753,-3.5925971668603753,-3.5925971668603753,-65.19897742537461,-65.19897742537461,-65.19897742537461,0.0,0.0,0.0,11.682966335699135,Technology,17.0
2011-01-11,80.57563841592314,-653.1087063040667,636.8122837600748,80.57563841592314,80.57563841592314,-57.34190815167438,-57.34190815167438,-57.34190815167438,11.794667484067299,11.794667484067299,11.794667484067299,-69.13657563574168,-69.13657563574168,-69.13657563574168,0.0,0.0,0.0,23.233730264248756,Furniture,18.0
2011-01-11,80.57563841592314,-653.1087063040667,636.8122837600748,80.57563841592314,80.57563841592314,-57.34190815167438,-57.34190815167438,-57.34190815167438,11.794667484067299,11.794667484067299,11.794667484067299,-69.13657563574168,-69.13657563574168,-69.13657563574168,0.0,0.0,0.0,23.233730264248756,Office Supplies,19.0
2011-01-12,80.67673590391216,-624.1906807437415,597.9276180657436,80.67673590391216,80.67673590391216,-82.80139816315861,-82.80139816315861,-82.80139816315861,-10.915251408188507,-10.915251408188507,-10.915251408188507,-71.8861467549701,-71.8861467549701,-71.8861467549701,0.0,0.0,0.0,-2.124662259246449,Furniture,20.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Furniture,21.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Furniture,22.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,23.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,24.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,25.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,26.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,27.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,28.0
2011-01-14,80.87893087989018,-573.0155920937825,668.991909384246,80.87893087989018,80.87893087989018,-25.50593199536789,-25.50593199536789,-25.50593199536789,48.30087116228983,48.30087116228983,48.30087116228983,-73.80680315765773,-73.80680315765773,-73.80680315765773,0.0,0.0,0.0,55.37299888452229,Office Supplies,29.0
